id,name,prefecture_id
1486,土佐清水市,39
1487,四万十市,39
1488,香南市,39
1489,香美市,39
1490,東洋町,39
1491,奈半利町,39
1492,田野町,39
1493,安田町,39
1494,北川村,39
1495,馬路村,39
1496,芸西村,39
1497,本山町,39
1498,大豊町,39
1499,土佐町,39
1500,大川村,39
1501,いの町,39
1502,仁淀川町,39
1503,中土佐町,39
1504,佐川町,39
1505,越知町,39
1506,梼原町,39
1507,日高村,39
1508,津野町,39
1509,四万十町,39
1510,大月町,39
1511,三原村,39
1512,黒潮町,39
1513,その他,40
1514,北九州市,40
1515,福岡市,40
1516,大牟田市,40
1517,久留米市,40
1518,直方市,40
1519,飯塚市,40
1520,田川市,40
1521,柳川市,40
1522,八女市,40
1523,筑後市,40
1524,大川市,40
1525,行橋市,40
1526,豊前市,40
1527,中間市,40
1528,小郡市,40
1529,筑紫野市,40
1530,春日市,40
1531,大野城市,40
1532,宗像市,40
1533,太宰府市,40
1534,古賀市,40
1535,福津市,40
1536,うきは市,40
1537,宮若市,40
1538,嘉麻市,40
1539,朝倉市,40
1540,みやま市,40
1541,糸島市,40
1542,那珂川市,40
1543,宇美町,40
1544,篠栗町,40
1545,志免町,40
1546,須恵町,40
1547,新宮町,40
1548,久山町,40
1549,粕屋町,40
1550,芦屋町,40
1551,水巻町,40
1552,岡垣町,40
1553,遠賀町,40
1554,小竹町,40
1555,鞍手町,40
1556,桂川町,40
1557,筑前町,40
1558,東峰村,40
1559,大刀洗町,40
1560,大木町,40
1561,広川町,40
1562,香春町,40
1563,添田町,40
1564,糸田町,40
1565,川崎町,40
1566,大任町,40
1567,赤村,40
1568,福智町,40
1569,苅田町,40
1570,みやこ町,40
1571,吉富町,40
1572,上毛町,40
1573,築上町,40
1574,その他,41
1575,佐賀市,41
1576,唐津市,41
1577,鳥栖市,41
1578,多久市,41
1579,伊万里市,41
1580,武雄市,41
1581,鹿島市,41
1582,小城市,41
1583,嬉野市,41
1584,神埼市,41
1585,吉野ヶ里町,41
1586,基山町,41
1587,上峰町,41
1588,みやき町,41
1589,玄海町,41
1590,有田町,41
1591,大町町,41
1592,江北町,41
1593,白石町,41
1594,太良町,41
1595,その他,42
1596,長崎市,42
1597,佐世保市,42
1598,島原市,42
1599,諫早市,42
1600,大村市,42
1601,平戸市,42
1602,松浦市,42
1603,対馬市,42
1604,壱岐市,42
1605,五島市,42
1606,西海市,42
1607,雲仙市,42
1608,南島原市,42
1609,長与町,42
1610,時津町,42
1611,東彼杵町,42
1612,川棚町,42
1613,波佐見町,42
1614,小値賀町,42
1615,佐々町,42
1616,新上五島町,42
1617,その他,43
1618,熊本市,43
1619,八代市,43
1620,人吉市,43
1621,荒尾市,43
1622,水俣市,43
1623,玉名市,43
1624,山鹿市,43
1625,菊池市,43
1626,宇土市,43
1627,上天草市,43
1628,宇城市,43
1629,阿蘇市,43
1630,天草市,43
1631,合志市,43
1632,美里町,43
1633,玉東町,43
1634,南関町,43
1635,長洲町,43
1636,和水町,43
1637,大津町,43
1638,菊陽町,43
1639,南小国町,43
1640,小国町,43
1641,産山村,43
1642,高森町,43
1643,西原村,43
1644,南阿蘇村,43
1645,御船町,43
1646,嘉島町,43
1647,益城町,43
1648,甲佐町,43
1649,山都町,43
1650,氷川町,43
1651,芦北町,43
1652,津奈木町,43
1653,錦町,43
1654,多良木町,43
1655,湯前町,43
1656,水上村,43
1657,相良村,43
1658,五木村,43
1659,山江村,43
1660,球磨村,43
1661,あさぎり町,43
1662,苓北町,43
1663,その他,44
1664,大分市,44
1665,別府市,44
1666,中津市,44
1667,日田市,44
1668,佐伯市,44
1669,臼杵市,44
1670,津久見市,44
1671,竹田市,44
1672,豊後高田市,44
1673,杵築市,44
1674,宇佐市,44
1675,豊後大野市,44
1676,由布市,44
1677,国東市,44
1678,姫島村,44
1679,日出町,44
1680,九重町,44
1681,玖珠町,44
1682,その他,45
1683,宮崎市,45
1684,都城市,45
1685,延岡市,45
1686,日南市,45
1687,小林市,45
1688,日向市,45
1689,串間市,45
1690,西都市,45
1691,えびの市,45
1692,三股町,45
1693,高原町,45
1694,国富町,45
1695,綾町,45
1696,高鍋町,45
1697,新富町,45
1698,西米良村,45
1699,木城町,45
1700,川南町,45
1701,都農町,45
1702,門川町,45
1703,諸塚村,45
1704,椎葉村,45
1705,美郷町,45
1706,高千穂町,45
1707,日之影町,45
1708,五ヶ瀬町,45
1709,その他,46
1710,鹿児島市,46
1711,鹿屋市,46
1712,枕崎市,46
1713,阿久根市,46
1714,出水市,46
1715,指宿市,46
1716,西之表市,46
1717,垂水市,46
1718,薩摩川内市,46
1719,日置市,46
1720,曽於市,46
1721,霧島市,46
1722,いちき串木野市,46
1723,南さつま市,46
1724,志布志市,46
1725,奄美市,46
1726,南九州市,46
1727,伊佐市,46
1728,姶良市,46
1729,三島村,46
1730,十島村,46
1731,さつま町,46
1732,長島町,46
1733,湧水町,46
1734,大崎町,46
1735,東串良町,46
1736,錦江町,46
1737,南大隅町,46
1738,肝付町,46
1739,中種子町,46
1740,南種子町,46
1741,屋久島町,46
1742,大和村,46
1743,宇検村,46
1744,瀬戸内町,46
1745,龍郷町,46
1746,喜界町,46
1747,徳之島町,46
1748,天城町,46
1749,伊仙町,46
1750,和泊町,46
1751,知名町,46
1752,与論町,46
1753,その他,47
1754,那覇市,47
1755,宜野湾市,47
1756,石垣市,47
1757,浦添市,47
1758,名護市,47
1759,糸満市,47
1760,沖縄市,47
1761,豊見城市,47
1762,うるま市,47
1763,宮古島市,47
1764,南城市,47
1765,国頭村,47
1766,大宜味村,47
1767,東村,47
1768,今帰仁村,47
1769,本部町,47
1770,恩納村,47
1771,宜野座村,47
1772,金武町,47
1773,伊江村,47
1774,読谷村,47
1775,嘉手納町,47
1776,北谷町,47
1777,北中城村,47
1778,中城村,47
1779,西原町,47
1780,与那原町,47
1781,南風原町,47
1782,渡嘉敷村,47
1783,座間味村,47
1784,粟国村,47
1785,渡名喜村,47
1786,南大東村,47
1787,北大東村,47
1788,伊平屋村,47
1789,伊是名村,47
1790,久米島町,47
1791,八重瀬町,47
1792,多良間村,47
1793,竹富町,47
1794,与那国町,47
